,date,id,link,retweet,text,author
14,Oct 11,785828772423561216,/realDonaldTrump/status/785828772423561216,False,"Our very weak and ineffective leader, Paul Ryan, had a bad conference call where his members went wild at his disloyalty.",DonaldTrump
15,Oct 11,785816454042124288,/realDonaldTrump/status/785816454042124288,False,"Despite winning the second debate in a landslide (every poll), it is hard to do well when Paul Ryan and others give zero support!",DonaldTrump
16,Oct 10,785563318652178432,/realDonaldTrump/status/785563318652178432,False,"Wow, @CNN got caught fixing their ""focus group"" in order to make Crooked Hillary look better. Really pathetic and totally dishonest!",DonaldTrump
17,Oct 9,785293229390454784,/realDonaldTrump/status/785293229390454784,False,".@HillaryClinton is NOT above the law!
#Debates2016pic.twitter.com/4arYZcGgYZ",DonaldTrump
18,Oct 9,785274843042230272,/realDonaldTrump/status/785274843042230280,False,"My team of deplorables will be taking over my Twitter account for tonight's #debate
#MakeAmericaGreatAgain",DonaldTrump
19,Oct 9,785120729364922368,/realDonaldTrump/status/785120729364922369,False,So many self-righteous hypocrites. Watch their poll numbers - and elections - go down!,DonaldTrump
20,Oct 4,783455640643514368,/realDonaldTrump/status/783455640643514368,False,"Wow, did you just hear Bill Clinton's statement on how bad ObamaCare is. Hillary not happy. As I have been saying, REPEAL AND REPLACE!",DonaldTrump
21,Oct 4,783391423663964160,/realDonaldTrump/status/783391423663964160,False,I will be watching the great Governor @Mike_Pence and live tweeting the VP debate tonight starting at 8:30pm est! Enjoy!,DonaldTrump
22,Oct 2,782728287718150144,/realDonaldTrump/status/782728287718150144,False,Just announced that Iraq (U.S.) is preparing for battle to reclaim Mosul. Why do they have to announce this? Makes mission much harder!,DonaldTrump
23,Oct 2,782701472685420544,/realDonaldTrump/status/782701472685420544,False,"Melania and I extend our warmest greetings to those observing Rosh Hashanah here in the United States, in Israel, and around the world.",DonaldTrump
24,Oct 2,782698760514207744,/realDonaldTrump/status/782698760514207744,False,Bernie should pull his endorsement of Crooked Hillary after she decieved him and then attacked him and his supporters.,DonaldTrump
25,Oct 2,782553353242841088,/realDonaldTrump/status/782553353242841088,True,"""@trumplican2016: .@realDonaldTrump  There will be MASSIVE turnout for you,  Mr. Trump - These polls don't register the pulse of the PEOPLE!",DonaldTrump
26,Oct 2,782544407593619456,/realDonaldTrump/status/782544407593619457,False,I have created tens of thousands of jobs and will bring back great American prosperity. Hillary has only created jobs at the FBI and DOJ!,DonaldTrump
27,Oct 2,782541307168391168,/realDonaldTrump/status/782541307168391168,False,I know our complex tax laws better than anyone who has ever run for president and am the only one who can fix them. #failing@nytimes,DonaldTrump
28,Oct 1,782330717539803136,/realDonaldTrump/status/782330717539803136,False,"Wow, just saw the really bad @CNN ratings. People don't want to watch bad product that only builds up Crooked Hillary.",DonaldTrump
29,Oct 1,782321125984436224,/realDonaldTrump/status/782321125984436224,False,The so-called Commission on Presidential Debates admitted to us that the DJT audio & sound level was very bad. So why didn't they fix it?,DonaldTrump
30,Oct 1,782264189574377472,/realDonaldTrump/status/782264189574377472,False,"Crooked H is nasty to Sanders supporters behind closed doors. Owned by Wall St and Politicians, HRC is not with you.http://www.politico.com/story/2016/09/hillary-clinton-bernie-sanders-supporters-audio-leak-228997 …",DonaldTrump
31,Sep 30,782020266771812352,/realDonaldTrump/status/782020266771812352,False,I believe in #AmericaFirst and that means FAMILY FIRST! My childcare plan reflects the needs of modern working-class families. #ImWithYoupic.twitter.com/K2Mc41OfAT,DonaldTrump
32,Sep 30,781926033159249920,/realDonaldTrump/status/781926033159249920,False,"For those few people knocking me for tweeting at three o'clock in the morning, at least you know I will be there, awake, to answer the call!",DonaldTrump
33,Sep 30,781922648645185536,/realDonaldTrump/status/781922648645185536,False,"Why isn't Hillary 50 points ahead? Maybe it's the email scandal, policies that spread ISIS, or calling millions of Americans deplorables!pic.twitter.com/cvaMSAnAnE",DonaldTrump
34,Sep 30,781861632167256064,/realDonaldTrump/status/781861632167256064,False,The people are really smart in cancelling subscriptions to the Dallas & Arizona papers & now USA Today will lose readers! The people get it!,DonaldTrump
35,Sep 30,781838706030313472,/realDonaldTrump/status/781838706030313472,False,"Remember, don't believe ""sources said"" by the VERY dishonest media. If they don't name the sources, the sources don't exist.",DonaldTrump
36,Sep 30,781784161044553728,/realDonaldTrump/status/781784161044553728,False,"Wow, Crooked Hillary was duped and used by my worst Miss U. Hillary floated her as an ""angel"" without checking her past, which is terrible!",DonaldTrump
37,Sep 30,781755469488615424,/realDonaldTrump/status/781755469488615424,False,"Anytime you see a story about me or my campaign saying ""sources said,"" DO NOT believe it. There are no sources, they are just made up lies!",DonaldTrump
38,Sep 29,781678954570735616,/realDonaldTrump/status/781678954570735616,False,"Wow, did you see how badly @CNN (Clinton News Network) is doing in the ratings. With people like @donlemon, who could expect any more?",DonaldTrump
39,Sep 29,781619038699094016,/realDonaldTrump/status/781619038699094016,False,"While Hillary profits off the rigged system, I am fighting for you! Remember the simple phrase: #FollowTheMoney https://www.facebook.com/DonaldTrump/videos/10157784190830725/ …pic.twitter.com/rJXAzsaIwI",DonaldTrump
40,Sep 29,781555624446418944,/realDonaldTrump/status/781555624446418944,False,My condolences to those involved in today's horrible accident in NJ and my deepest gratitude to all of the amazing first responders.,DonaldTrump
41,Sep 28,781111479974199296,/realDonaldTrump/status/781111479974199296,False,"Every on-line poll, Time Magazine, Drudge etc., has me winning the debate. Thank you to Fox & Friends for so reporting!",DonaldTrump
42,Sep 27,780954455504199680,/realDonaldTrump/status/780954455504199680,False,My supporters are the best! $18 million from hard-working people who KNOW what we can be again! Shatter the record:http://bit.ly/shatterrecords ,DonaldTrump
43,Sep 27,780935820299599872,/realDonaldTrump/status/780935820299599872,False,"Unbelievable evening in Melbourne, Florida w/ 15,000 supporters- and an additional 12,000 who could not get in. Thank you! #TrumpTrain #MAGApic.twitter.com/2N3Xq7AGmx",DonaldTrump
44,Sep 27,780859319319400448,/realDonaldTrump/status/780859319319400448,False,Great afternoon in Little Havana with Hispanic community leaders. Thank you for your support! #ImWithYoupic.twitter.com/vxWZ2tyJTF,DonaldTrump
45,Sep 27,780853860135006208,/realDonaldTrump/status/780853860135006211,False,"In the last 24 hrs. we have raised over $13M from online donations and National Call Day, and we’re still going! Thank you America! #MAGA",DonaldTrump
46,Sep 27,780826236213927936,/realDonaldTrump/status/780826236213927937,False,"Well, now they're saying that I not only won the NBC Presidential Forum, but last night the big debate. Nice!",DonaldTrump
47,Sep 27,780781898071207936,/realDonaldTrump/status/780781898071207940,False,Thank you! #TrumpWon #MAGAhttp://www.dailymail.co.uk/news/article-3809204/Most-snap-polls-Trump-winning-debate-landslide.html …,DonaldTrump
48,Sep 27,780781327050235904,/realDonaldTrump/status/780781327050235905,False,Hillary's been failing for 30 years in not getting the job done - it will never change.,DonaldTrump
49,Sep 27,780758306239512576,/realDonaldTrump/status/780758306239512577,False,The #1 trend on Twitter right now is #TrumpWon - thank you!,DonaldTrump
50,Sep 27,780757611914391552,/realDonaldTrump/status/780757611914391552,False,I won every poll from last nights Presidential Debate - except for the little watched @CNN poll.,DonaldTrump
51,Sep 27,780752731418009600,/realDonaldTrump/status/780752731418009600,False,'How Trump won over a bar full of undecideds and Democrats'http://nypost.com/2016/09/26/the-best-debate-takes-come-from-inside-the-bar/ …,DonaldTrump
52,Sep 27,780752274020761600,/realDonaldTrump/status/780752274020761601,False,I really enjoyed the debate last night.Crooked Hillary says she is going to do so many things.Why hasn't she done them in her last 30 years?,DonaldTrump
53,Sep 27,780656338628145152,/realDonaldTrump/status/780656338628145153,False,"Thank you! Four new #DebateNight polls with the MOVEMENT winning. Together, we will MAKE AMERICA SAFE & GREAT AGAIN!
http://www.DonaldJTrump.com pic.twitter.com/Yl2XShopEv",DonaldTrump
54,Sep 27,780646830090641408,/realDonaldTrump/status/780646830090641408,False,".@DRUDGE_REPORT's First Presidential Debate Poll:
Trump: 80%
Clinton: 20%
Join the MOVEMENT today & lets #MAGA! http://www.DonaldJTrump.com pic.twitter.com/jV2pwNjWC2",DonaldTrump
55,Sep 27,780637633890451456,/realDonaldTrump/status/780637633890451456,False,".@newtgingrich just said ""a historic victory for Trump."" NICE!",DonaldTrump
56,Sep 26,780626558176333824,/realDonaldTrump/status/780626558176333824,False,"Wow, did great in the debate polls (except for @CNN - which I don't watch). Thank you!",DonaldTrump
57,Sep 26,780618351601192960,/realDonaldTrump/status/780618351601192960,False,"Thank you Governor @Mike_Pence!
Lets MAKE AMERICA SAFE AND GREAT AGAIN with the American people. 
#AmericaFirst #Debates2016https://twitter.com/mike_pence/status/780615043809435649 …",DonaldTrump
58,Sep 26,780617562476441600,/realDonaldTrump/status/780617562476441601,False,"Thank you Senator @TedCruz!
#Debates2016 #MAGApic.twitter.com/cgO6109USJ",DonaldTrump
59,Sep 26,780594918616162304,/realDonaldTrump/status/780594918616162304,False,"Russia has more warheads than ever, N Korea is testing nukes, and Iran got a sweetheart deal to keep theirs. Thanks, @HillaryClinton.",DonaldTrump
60,Sep 26,780594362862362624,/realDonaldTrump/status/780594362862362624,False,"Hillary Clinton failed all over the world. 
LIBYA
SYRIA
IRAN
IRAQ
ASIA PIVOT
RUSSIAN RESET
BENGHAZI
#DebateNightpic.twitter.com/e70AtE6lNR",DonaldTrump
61,Sep 26,780585742850555904,/realDonaldTrump/status/780585742850555904,False,I will stand with police and protect ALL Americans! #Debates2016 #MAGApic.twitter.com/CX4oEWgEMp,DonaldTrump
62,Sep 26,780581933176778752,/realDonaldTrump/status/780581933176778752,False,"This is the simple fact about @HillaryClinton: she is a typical politician - all talk, no action. #Debates2016",DonaldTrump
63,Sep 26,780581215820591104,/realDonaldTrump/status/780581215820591104,False,HILLARY'S BAD TAX HABIT!pic.twitter.com/x3FBy8Hdq2,DonaldTrump
64,Sep 26,780579923295600640,/realDonaldTrump/status/780579923295600640,False,.@HillaryClinton has been part of the rigged DC system for 30 years? Why would we take policy advice from her? #Debates2016,DonaldTrump
65,Sep 26,780569413321789440,/realDonaldTrump/status/780569413321789440,False,"Why isn't Hillary Clinton 50 points ahead?
#DebateNightpic.twitter.com/iux7icIkaT",DonaldTrump
66,Sep 26,780535389853458432,/realDonaldTrump/status/780535389853458432,False,"My team of deplorables will be managing my Twitter account for this evenings debate. Tune in!
#DebateNight #TrumpPence16",DonaldTrump
67,Sep 26,780377077518364672,/realDonaldTrump/status/780377077518364673,False,"New national Bloomberg poll just released - thank you! Join the MOVEMENT: http://www.DonaldJTrump.com . 
#TrumpTrain #MAGApic.twitter.com/4kQX4pmt0I",DonaldTrump
68,Sep 25,780213717082529792,/realDonaldTrump/status/780213717082529792,False,"Really sad news: The great Arnold Palmer, the ""King,"" has died. There was no-one like him - a true champion! He will be truly missed.",DonaldTrump
69,Sep 25,780199873979219968,/realDonaldTrump/status/780199873979219968,False,Five people killed in Washington State by a Middle Eastern immigrant. Many people died this weekend in Ohio from drug overdoses. N.C. riots!,DonaldTrump
70,Sep 25,780108403326775296,/realDonaldTrump/status/780108403326775297,False,"Readout of my meeting with Israeli Prime Minister Benjamin Netanyahu:
https://www.facebook.com/DonaldTrump/posts/10157759149590725:0 …pic.twitter.com/6KDPrQxSED",DonaldTrump
71,Sep 25,780034352604405760,/realDonaldTrump/status/780034352604405760,False,Looking forward to my meeting with Benjamin Netanyahu in Trump Tower at 10:00 A.M.,DonaldTrump
72,Sep 25,780030282854432768,/realDonaldTrump/status/780030282854432768,False,Bernie Sanders gave Hillary the Dem nomination when he gave up on the e-mails. That issue has only gotten bigger!,DonaldTrump
73,Sep 25,780021651962462208,/realDonaldTrump/status/780021651962462208,False,"Many on the team and staff of Bernie Sanders have been treated badly by the Hillary Clinton campaign - and they like Trump on trade, a lot!",DonaldTrump
74,Sep 24,779729180334387200,/realDonaldTrump/status/779729180334387200,False,"If dopey Mark Cuban of failed Benefactor fame wants to sit in the front row, perhaps I will put Gennifer Flowers right alongside of him!",DonaldTrump
75,Sep 24,779662636770353152,/realDonaldTrump/status/779662636770353152,True,"""@KellyannePolls: Trump is headed for a win, says professor who has predicted 30 years of presidential outcomes   http://wpo.st/hQg-2 """,DonaldTrump
76,Sep 24,779660413000617984,/realDonaldTrump/status/779660413000617985,False,The @SenTedCruz endorsement was a wonderful surprise. I greatly appreciate his support! We will have a tremendous victory on November 8th.,DonaldTrump
77,Sep 23,779503099492831232,/realDonaldTrump/status/779503099492831233,False,"Crooked Hillary's bad judgement forced her to announce that she would go to Charlotte on Saturday to grandstand. Dem pols said no way, dumb!",DonaldTrump
78,Sep 22,779140534753435648,/realDonaldTrump/status/779140534753435648,False,Spoke with Governor @PatMcCroryNC of North Carolina today. He is doing a tremendous job under tough circumstances.,DonaldTrump
79,Sep 21,778724315244040192,/realDonaldTrump/status/778724315244040194,False,"Great new polls! Thank you Nevada, North Carolina & Ohio. Join the MOVEMENT today & lets #MAGA!
http://www.DonaldJTrump.com pic.twitter.com/NnHAEe8Daz",DonaldTrump
80,Sep 21,778585375174451200,/realDonaldTrump/status/778585375174451200,False,"Hopefully the violence & unrest in Charlotte will come to an immediate end. To those injured, get well soon. We need unity & leadership.",DonaldTrump
81,Sep 21,778584630396129280,/realDonaldTrump/status/778584630396129281,False,The situations in Tulsa and Charlotte are tragic. We must come together to make America safe again.,DonaldTrump
82,Sep 21,778553790568001536,/realDonaldTrump/status/778553790568001540,False,"It is a MOVEMENT - not a campaign. Leaving the past behind, changing our future. Together, we will MAKE AMERICA SAFE AND GREAT AGAIN!pic.twitter.com/9uRE3tpo4l",DonaldTrump
83,Sep 20,778385212505989120,/realDonaldTrump/status/778385212505989120,False,"Thank you Kenansville, North Carolina! Remember- on November 8th, that special interest gravy train is coming to a very abrupt end! #MAGApic.twitter.com/DFzuUrWogB",DonaldTrump
84,Sep 20,778331181083418624,/realDonaldTrump/status/778331181083418624,False,"Thank you High Point, NC! I will fight for every neglected part of this nation & I will fight to bring us together as one American people!pic.twitter.com/BJh3D5sU3h",DonaldTrump
85,Sep 20,778238281196662784,/realDonaldTrump/status/778238281196662784,False,"Hillary Clinton is taking the day off again, she needs the rest. Sleep well Hillary - see you at the debate!",DonaldTrump
86,Sep 20,778237485402980352,/realDonaldTrump/status/778237485402980352,False,Do people notice Hillary is copying my airplane rallies - she puts the plane behind her like I have been doing from the beginning.,DonaldTrump
87,Sep 20,778202693215068160,/realDonaldTrump/status/778202693215068161,False,"Crooked Hillary has been fighting ISIS, or whatever she has been doing, for years. Now she has new ideas. It is time for change.",DonaldTrump
88,Sep 19,778025630956912640,/realDonaldTrump/status/778025630956912640,False,"Together, we will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirstpic.twitter.com/XhwUGw0v2H",DonaldTrump
89,Sep 19,777913567676866560,/realDonaldTrump/status/777913567676866560,False,"Hillary Clinton's weakness while she was Secretary of State, has emboldened terrorists all over the world..cont: http://bit.ly/2cNwnwE ",DonaldTrump
90,Sep 19,777910435425226752,/realDonaldTrump/status/777910435425226753,False,Once again someone we were told is ok turns out to be a terrorist who wants to destroy our country & its people- how did he get thru system?,DonaldTrump
91,Sep 19,777908242538196992,/realDonaldTrump/status/777908242538196992,False,"Great job once again by law enforcement! We are proud of them and should embrace them - without them, we don't have a country!",DonaldTrump
92,Sep 18,777696726933180416,/realDonaldTrump/status/777696726933180416,False,"Terrible attacks in NY, NJ and MN this weekend. Thinking of victims, their families and all Americans! We need to be strong!",DonaldTrump
93,Sep 18,777696356211326976,/realDonaldTrump/status/777696356211326976,False,"Under the leadership of Obama & Clinton, Americans have experienced more attacks at home than victories abroad. Time to change the playbook!",DonaldTrump
94,Sep 18,777616135856545792,/realDonaldTrump/status/777616135856545792,False,HAPPY BIRTHDAY - to the United States Air Force!!pic.twitter.com/5Gwi1M5R2t,DonaldTrump
95,Sep 18,777494113834917888,/realDonaldTrump/status/777494113834917888,False,"I would like to express my warmest regards, best wishes and condolences to all of the families and victims of the horrible bombing in NYC.",DonaldTrump
96,Sep 17,777280259875975168,/realDonaldTrump/status/777280259875975169,False,"My lawyers want to sue the failing @nytimes so badly for irresponsible intent. I said no (for now), but they are watching. Really disgusting",DonaldTrump
97,Sep 17,777260548991819776,/realDonaldTrump/status/777260548991819776,False,"The failing @nytimes has gone nuts that Crooked Hillary is doing so badly. They are willing to say anything, has become a laughingstock rag!",DonaldTrump
98,Sep 17,777197604887113728,/realDonaldTrump/status/777197604887113728,False,"Wacky @NYTimesDowd, who hardly knows me, makes up things that I never said for her boring interviews and column. A neurotic dope!",DonaldTrump
99,Sep 17,777133433915002880,/realDonaldTrump/status/777133433915002880,False,".@CNN just doesn't get it, and that's why their ratings are so low - and getting worse. Boring anti-Trump panelists, mostly losers in life!",DonaldTrump
100,Sep 17,777112789672341504,/realDonaldTrump/status/777112789672341504,False,I never met former Defense Secretary Robert Gates. He knows nothing about me. But look at the results under his guidance - a total disaster!,DonaldTrump
101,Sep 17,777022559367770112,/realDonaldTrump/status/777022559367770112,False,Crooked Hillary wants to take your 2nd Amendment rights away. Will guns be taken from her heavily armed Secret Service detail? Maybe not!,DonaldTrump
102,Sep 17,777015676586172416,/realDonaldTrump/status/777015676586172417,False,My thoughts and prayers go out to the @PhillyPolice & @Penn police officers- in Philadelphia.http://abc7news.com/news/2-police-officers-shot-in-west-philadelphia;-suspect-dead-/1515355/?utm_source=dlvr.it&utm_medium=twitter …,DonaldTrump
103,Sep 17,777013142526185472,/realDonaldTrump/status/777013142526185473,False,"""Donald Trump’s birther event is the greatest trick he’s ever pulled""http://wapo.st/2cQoAQC ",DonaldTrump
104,Sep 16,776998082936315904,/realDonaldTrump/status/776998082936315904,False,Just arrived in Texas - have been informed two @fortworthpd officers have been shot. My thoughts and prayers are with them.,DonaldTrump
105,Sep 16,776952133358751744,/realDonaldTrump/status/776952133358751744,False,"Just leaving Miami for Houston, Oklahoma and Colorado. Miami crowd was fantastic!",DonaldTrump
106,Sep 16,776888753499561984,/realDonaldTrump/status/776888753499561984,False,Great parade in The Villages- I love you all. We will #MAGA. Thank you for the incredible support-I will not forget!pic.twitter.com/5qTDijU3hn,DonaldTrump
107,Sep 16,776842647294009344,/realDonaldTrump/status/776842647294009344,False,I am truly honored and grateful for receiving SO much support from our American heroes...http://bit.ly/2csHFXf pic.twitter.com/JJQncd3zhf,DonaldTrump
108,Sep 16,776773380414537728,/realDonaldTrump/status/776773380414537728,False,"I am now going to the brand new Trump International, Hotel D.C. for a major statement.",DonaldTrump
109,Sep 15,776552722195705856,/realDonaldTrump/status/776552722195705857,False,"Instead of driving jobs and wealth away, AMERICA will become the WORLD'S great magnet for innovation & job creation!pic.twitter.com/cvu20ZQSVJ",DonaldTrump
110,Sep 15,776432922450616320,/realDonaldTrump/status/776432922450616320,False,"Thank you to all of our law enforcement officers - across America! #LESM #MAGA 
https://instagram.com/p/BKXDNPCDZKx/ pic.twitter.com/4MTmR8kXVb",DonaldTrump
111,Sep 14,776269061823074304,/realDonaldTrump/status/776269061823074304,False,I was never a fan of Colin Powell after his weak understanding of weapons of mass destruction in Iraq = disaster. We can do much better!,DonaldTrump
112,Sep 14,776247579600453632,/realDonaldTrump/status/776247579600453632,False,"Great poll out of Nevada- thank you! See you soon. #MAGA #AmericaFirst
http://www.DonaldJTrump.com pic.twitter.com/27sR3MjjXc",DonaldTrump
113,Sep 14,776223340595937280,/realDonaldTrump/status/776223340595937280,False,"Great evening in Canton, Ohio-thank you! We are going to MAKE AMERICA GREAT AGAIN! Join us: 
http://www.DonaldJTrump.com pic.twitter.com/4MvwUj9eX9",DonaldTrump
114,Sep 14,776169656080039936,/realDonaldTrump/status/776169656080039936,False,Thank you Ohio! Just landed in Canton for a rally at the Civic Center. Join me at 7pm: https://www.donaldjtrump.com/schedule/register/canton-oh/ …pic.twitter.com/UtCRxykurW,DonaldTrump
115,Sep 14,776160185337413632,/realDonaldTrump/status/776160185337413632,False,"Thank you Florida- can't wait to see you Friday in Miami! Join me:
http://bit.ly/2cIUUroMIAMI pic.twitter.com/JxsWXz05T9",DonaldTrump
116,Sep 14,776058538137452544,/realDonaldTrump/status/776058538137452548,False,"Great poll Florida - thank you! 
#ImWithYou #AmericaFirstpic.twitter.com/6Odle7j1hd",DonaldTrump
117,Sep 14,776053900780695552,/realDonaldTrump/status/776053900780695553,False,Thank you Ohio - see you tonight!pic.twitter.com/0DyHkzzWvj,DonaldTrump
118,Sep 13,775897251533160448,/realDonaldTrump/status/775897251533160448,False,Russia took Crimea during the so-called Obama years. Who wouldn't know this and why does Obama get a free pass?,DonaldTrump
119,Sep 13,775894243143483392,/realDonaldTrump/status/775894243143483392,False,Why isn't President Obama working instead of campaigning for Hillary Clinton?,DonaldTrump
120,Sep 12,775492989175160832,/realDonaldTrump/status/775492989175160836,False,"Just got back from Asheville,  North Carolina, where we had a massive rally. The spirit of the crowd was unbelievable. Thank you!  #MAGA",DonaldTrump
121,Sep 12,775361266001084416,/realDonaldTrump/status/775361266001084416,False,Stopped by @TrumpDC to thank all of the tremendous men & women for their hard work!pic.twitter.com/oGcJL4N454,DonaldTrump
122,Sep 10,774778026479513600,/realDonaldTrump/status/774778026479513600,False,"The seriously failing @nytimes, despite so much winning and poll numbers that will soon put me in first place, only writes dishonest hits!",DonaldTrump
123,Sep 10,774753598970466304,/realDonaldTrump/status/774753598970466304,False,Hillary Clinton just had her 47% moment. What a terrible thing she said about so many great Americans!,DonaldTrump
124,Sep 10,774673449885192192,/realDonaldTrump/status/774673449885192192,False,"While Hillary said horrible things about my supporters, and while many of her supporters will never vote for me, I still respect them all!",DonaldTrump
125,Sep 10,774637168769830912,/realDonaldTrump/status/774637168769830912,False,"Really sad that Republicans would allow themselves to be used in a Clinton ad. Lindsey Graham, Romney, Flake, Sass. SUPREME COURT, REMEMBER!",DonaldTrump
126,Sep 10,774590070355529728,/realDonaldTrump/status/774590070355529728,False,"Wow, Hillary Clinton was SO INSULTING to my supporters, millions of amazing, hard working people. I think it will cost her at the Polls!",DonaldTrump
127,Sep 10,774589019929866240,/realDonaldTrump/status/774589019929866240,False,"Will be in Missouri today with Melania for the funeral of a wonderful and truly respected woman, Phyllis S!",DonaldTrump
128,Sep 9,774386793038778368,/realDonaldTrump/status/774386793038778368,False,"Thank you Ohio. Together, we will MAKE AMERICA GREAT AGAIN!
http://www.DonaldJTrump.com pic.twitter.com/n026nE4XIp",DonaldTrump
129,Sep 9,774385288948817920,/realDonaldTrump/status/774385288948817920,False,Great honor to be endorsed by popular & successful @gov_gilmore of VA. A state that I very much want to win-THX Jim!pic.twitter.com/x4Y1TAFHvn,DonaldTrump
130,Sep 9,774354404162039808,/realDonaldTrump/status/774354404162039808,False,"MAKE AMERICA GREAT AGAIN!
#AmericaFirst #ImWithYoupic.twitter.com/JIlNW7myEN",DonaldTrump
131,Sep 9,774255510191239168,/realDonaldTrump/status/774255510191239170,False,".@CNN is unwatchable. Their news on me is fiction. They
are a disgrace to the broadcasting industry and an arm of the Clinton campaign.",DonaldTrump
132,Sep 8,774097705513517056,/realDonaldTrump/status/774097705513517057,False,The documentary of me that @CNN just aired is a total waste of time. I don't even know many of the people who spoke about me. A joke!,DonaldTrump
133,Sep 8,774064919633428480,/realDonaldTrump/status/774064919633428480,False,Final poll results from NBC on last nights Commander-in-Chief Forum. Thank you! #ImWithYou #MAGApic.twitter.com/C5ipaxUN7B,DonaldTrump
134,Sep 8,774044548293074944,/realDonaldTrump/status/774044548293074944,False,It wasn't Matt Lauer that hurt Hillary last night. It was her very dumb answer about emails & the veteran who said she should be in jail.,DonaldTrump
135,Sep 8,774033670239760384,/realDonaldTrump/status/774033670239760384,False,"More poll results from last nights Commander-in-Chief Forum. 
#AmericaFirst #TrumpTrainpic.twitter.com/FxyBL6fO1h",DonaldTrump
136,Sep 8,773920230192054272,/realDonaldTrump/status/773920230192054272,False,Hillary Clinton answered email questions differently last night than she has in the past. She is totally confused. Unfit to serve as #POTUS.,DonaldTrump
137,Sep 8,773903163296473088,/realDonaldTrump/status/773903163296473088,False,Hillary just gave a disastrous news conference on the tarmac to make up for poor performance last night. She's being decimated by the media!,DonaldTrump
138,Sep 8,773855962528620544,/realDonaldTrump/status/773855962528620548,False,"""A rough night for Hillary Clinton""  ABC News.",DonaldTrump
139,Sep 8,773823089331277824,/realDonaldTrump/status/773823089331277824,False,Thank you America - great #CommanderInChiefForum polls!pic.twitter.com/Rcu6KaRGCB,DonaldTrump
140,Sep 7,773733162245582848,/realDonaldTrump/status/773733162245582849,False,Thank you to our fantastic veterans. The reviews and polls from almost everyone of my Commander-in-Chief presentation were great. Nice!,DonaldTrump
141,Sep 7,773643843476611072,/realDonaldTrump/status/773643843476611072,False,"Thank you Peter - if elected, I will think big for our country & never let the American people down! #AmericaFirsthttps://www.washingtonpost.com/opinions/peter-thiel-trump-has-taught-us-this-years-most-important-political-lesson/2016/09/06/84df8182-738c-11e6-8149-b8d05321db62_story.html?postshare=541473247265202&tid=ss_tw …",DonaldTrump
142,Sep 7,773617820944961536,/realDonaldTrump/status/773617820944961536,False,"Wow - thank you Pensacola, FL. See you Friday at 7pm -- join me!
http://bit.ly/2ciou6wFLORIDA pic.twitter.com/LYmpRyY0Hq",DonaldTrump
